a.accountNumber,a.pagerank,a.degree,a.in_degree,a.out_degree,a.betweenness,a.community_id,a.community_size,a.triangle_count,a.cycle_count,a.intermediate_accounts,a.is_fraud,a.fraud_score
ACC05331,1.2573582896013864,8.0,10.0,8.0,107312.99792276789,7356,726,0,0,1,0,0.5211049386145215
ACC05557,0.8087072004338473,8.0,10.0,8.0,42557.102100111035,3668,708,0,0,1,0,0.5211049386145215
ACC05582,1.418143533411224,8.0,10.0,8.0,98397.9090803034,5018,678,0,0,1,0,0.5211049386145215
ACC05730,1.2078387768577248,8.0,10.0,8.0,75521.14703573487,3668,708,0,0,1,0,0.5211049386145215
ACC05861,1.3717156078685473,8.0,10.0,8.0,99732.56311041201,6200,433,0,0,1,0,0.5211049386145215
ACC05995,1.5410988978792388,8.0,10.0,8.0,85392.58657944379,2535,424,0,0,1,0,0.5211049386145215
ACC06778,0.7757013504789841,8.0,10.0,8.0,60051.911557222804,8492,679,0,0,1,0,0.5211049386145215
ACC07152,0.9153144679902716,8.0,10.0,8.0,74063.77530581025,4657,406,0,0,1,0,0.5211049386145215
ACC02126,1.064735643127317,8.0,10.0,8.0,82827.6106551296,7356,726,0,0,1,0,0.5211049386145215
ACC02177,1.0907878388188121,8.0,10.0,8.0,97267.45034488902,8946,401,0,0,1,0,0.5211049386145215
ACC02334,0.9126029587877813,8.0,10.0,8.0,68277.82167488357,9101,344,0,0,1,0,0.5211049386145215
ACC02413,1.0586907951212552,8.0,10.0,8.0,70709.73512825403,4657,406,0,0,1,0,0.5211049386145215
ACC02595,1.0457213541317163,8.0,10.0,8.0,77560.68282697242,6803,545,0,0,1,0,0.5211049386145215
ACC02706,1.8767992688566992,8.0,10.0,8.0,85595.36318811117,5018,678,0,0,1,0,0.5211049386145215
ACC02253,1.2029326486926772,5.0,10.0,5.0,63301.71043743879,7356,726,0,0,1,0,0.5208244450369974
ACC02494,1.249407170893946,5.0,10.0,5.0,47943.05837934652,6803,545,0,0,1,0,0.5208244450369974
ACC02646,1.4280621159555276,5.0,10.0,5.0,53933.215037082206,3792,232,0,0,1,0,0.5208244450369974
ACC02879,1.5372957830083032,5.0,10.0,5.0,44400.23097752733,3568,865,0,0,1,0,0.5208244450369974
ACC02920,2.474799089764703,5.0,10.0,5.0,93066.01294408202,6200,433,0,0,1,0,0.5208244450369974
ACC07209,1.368593453576961,5.0,10.0,5.0,46117.378482192435,6717,53,0,0,1,0,0.5208244450369974
ACC07362,1.1547407444624491,5.0,10.0,5.0,74769.25286557218,6870,959,0,0,1,0,0.5208244450369974
ACC07499,1.0261360045106913,5.0,10.0,5.0,52693.51802702418,5018,678,0,0,1,0,0.5208244450369974
ACC07664,1.510613881772771,5.0,10.0,5.0,72549.28041504035,2535,424,0,0,1,0,0.5208244450369974
ACC08025,1.9637376243318918,5.0,10.0,5.0,57737.329234477955,6200,433,0,0,1,0,0.5208244450369974
ACC09449,1.2708581733285094,5.0,10.0,5.0,74850.27723075305,8492,679,0,0,1,0,0.5208244450369974
ACC09575,1.9198483541685845,5.0,10.0,5.0,74450.02716869568,5073,591,0,0,1,0,0.5208244450369974
ACC09704,1.563864822958031,5.0,10.0,5.0,82030.4742984521,6803,545,0,0,1,0,0.5208244450369974
ACC09948,1.2754691665048463,5.0,10.0,5.0,79504.54483400004,3568,865,0,0,1,0,0.5208244450369974
ACC03088,1.150814501737098,5.0,10.0,5.0,35769.975279305,5826,257,0,0,1,0,0.5208244450369974
ACC03095,0.918312516731069,5.0,10.0,5.0,54556.786984946746,6870,959,0,0,1,0,0.5208244450369974
ACC03771,1.349753915682627,5.0,10.0,5.0,81407.30037803427,1773,90,0,0,1,0,0.5208244450369974
ACC03818,1.6117948367936064,5.0,10.0,5.0,81682.17882362807,5073,591,0,0,1,0,0.5208244450369974
ACC03879,1.9000819362469867,5.0,10.0,5.0,64866.070464520955,5073,591,0,0,1,0,0.5208244450369974
ACC03882,1.5249283894262347,5.0,10.0,5.0,73793.25298608787,7356,726,0,0,1,0,0.5208244450369974
ACC01099,1.471982570638299,5.0,10.0,5.0,33933.62903389209,5018,678,0,0,1,0,0.5208244450369974
ACC01353,2.0161232390585178,5.0,10.0,5.0,54828.61122971407,8946,401,0,0,1,0,0.5208244450369974
ACC01763,1.0142473482939147,5.0,10.0,5.0,39575.13966710309,9101,344,0,0,1,0,0.5208244450369974
ACC01853,1.7375713090067009,5.0,10.0,5.0,77301.52588586451,4657,406,0,0,1,0,0.5208244450369974
ACC00434,1.754921147781333,5.0,10.0,5.0,76492.1519554304,7266,168,0,0,1,0,0.5208244450369974
ACC00442,1.2413853610285055,5.0,10.0,5.0,39848.588918716945,3668,708,0,0,1,0,0.5208244450369974
ACC00838,1.3433694429086498,5.0,10.0,5.0,77878.04781738055,6870,959,0,0,1,0,0.5208244450369974
ACC00903,1.1782486619371437,5.0,10.0,5.0,61346.09732653536,1453,312,0,0,1,0,0.5208244450369974
ACC00916,0.7811702238697287,5.0,10.0,5.0,37862.51253877649,9101,344,0,0,1,0,0.5208244450369974
ACC00989,1.428692229881804,5.0,10.0,5.0,64217.638573419375,3568,865,0,0,1,0,0.5208244450369974
ACC04537,2.2421671558480543,5.0,10.0,5.0,81412.36195786357,1651,133,0,0,1,0,0.5208244450369974
ACC06225,1.274121593854305,5.0,10.0,5.0,37897.33312496883,3568,865,0,0,1,0,0.5208244450369974
ACC06426,1.4451609442423752,5.0,10.0,5.0,46210.01985429918,4657,406,0,0,1,0,0.5208244450369974
ACC06498,1.0262555572617584,5.0,10.0,5.0,49242.74890526075,5018,678,0,0,1,0,0.5208244450369974
ACC08300,1.2542681567187588,5.0,10.0,5.0,46964.59160963267,3568,865,0,0,1,0,0.5208244450369974
ACC08407,1.5754071205300093,5.0,10.0,5.0,55406.36114442408,3668,708,0,0,1,0,0.5208244450369974
ACC08567,1.2723240214227238,5.0,10.0,5.0,69823.64472951785,8946,401,0,0,1,0,0.5208244450369974
ACC08640,1.593601655654452,5.0,10.0,5.0,60876.25447711654,5018,678,0,0,1,0,0.5208244450369974
ACC09131,1.8512517791364125,5.0,10.0,5.0,77296.55106180743,5073,591,0,0,1,0,0.5208244450369974
ACC09138,1.399079439786092,5.0,10.0,5.0,79423.85906205997,1453,312,0,0,1,0,0.5208244450369974
ACC05184,1.2707473600877162,5.0,10.0,5.0,46870.599115174,3668,708,0,0,1,0,0.5208244450369974
ACC05481,0.8439881859840698,5.0,10.0,5.0,55712.909893614575,8492,679,0,0,1,0,0.5208244450369974
ACC05542,1.028208177107924,5.0,10.0,5.0,27380.723300668848,4657,406,0,0,1,0,0.5208244450369974
ACC05632,0.9990638318186299,5.0,10.0,5.0,57877.96731352988,5826,257,0,0,1,0,0.5208244450369974
ACC09454,1.4012229116231025,5.0,8.0,5.0,59622.02868713242,5073,591,1,0,1,0,0.5205674563495115
ACC02568,1.1683697235792485,5.0,8.0,5.0,63361.118682079294,9101,344,1,0,1,0,0.5205674563495115
ACC03766,1.5312435990962467,5.0,8.0,5.0,53197.2703804983,6870,959,1,0,1,0,0.5205674563495115
ACC08339,1.2485490737558502,5.0,8.0,5.0,56586.59473005782,3668,708,1,0,1,0,0.5205674563495115
ACC08496,1.1735267901156474,5.0,8.0,5.0,49206.70712665878,4657,406,1,0,1,0,0.5205674563495115
ACC04521,1.2226159223362145,5.0,8.0,5.0,90053.15608396035,5073,591,1,0,1,0,0.5205674563495115
ACC06597,1.0155524391972093,5.0,8.0,5.0,61317.14199183407,6870,959,1,0,1,0,0.5205674563495115
ACC06167,0.9640166631475624,2.0,7.0,2.0,32012.223882249178,5073,591,0,0,1,0,0.5205382735251638
ACC06205,1.1289106312244392,2.0,7.0,2.0,42572.35788734742,8946,401,0,0,1,0,0.5205382735251638
ACC06397,1.0251100642887203,2.0,7.0,2.0,34540.739468071726,3568,865,0,0,1,0,0.5205382735251638
ACC06505,2.184415641040497,2.0,7.0,2.0,40161.592110386424,5826,257,0,0,1,0,0.5205382735251638
ACC06525,1.734328946133513,2.0,7.0,2.0,22334.340488545266,5826,257,0,0,1,0,0.5205382735251638
ACC06853,1.004590580694347,2.0,7.0,2.0,13022.046413889995,8492,679,0,0,1,0,0.5205382735251638
ACC06869,0.9767469387549843,2.0,7.0,2.0,26036.208743088526,3568,865,0,0,1,0,0.5205382735251638
ACC06876,1.036267824262712,2.0,7.0,2.0,34594.26247808813,6803,545,0,0,1,0,0.5205382735251638
ACC06963,1.105456922530796,2.0,7.0,2.0,30814.509765719187,5073,591,0,0,1,0,0.5205382735251638
ACC02136,1.410321333403641,2.0,7.0,2.0,35673.21639136257,7356,726,0,0,1,0,0.5205382735251638
ACC02197,0.8972825962774739,2.0,7.0,2.0,24941.4196002096,5018,678,0,0,1,0,0.5205382735251638
ACC02277,0.8420804139167014,2.0,7.0,2.0,28415.76559310654,4657,406,0,0,1,0,0.5205382735251638
ACC02562,1.0155014736602614,2.0,7.0,2.0,36561.44947132208,1453,312,0,0,1,0,0.5205382735251638
ACC05716,1.9036046755915388,2.0,7.0,2.0,28904.60325304555,6870,959,0,0,1,0,0.5205382735251638
ACC06003,0.8983230414988443,2.0,7.0,2.0,15511.03087382067,6200,433,0,0,1,0,0.5205382735251638
ACC00284,1.1027357622772842,2.0,7.0,2.0,33180.48759872458,3038,126,0,0,1,0,0.5205382735251638
ACC00743,0.8349016554635833,2.0,7.0,2.0,38078.47839685854,6870,959,0,0,1,0,0.5205382735251638
ACC00901,0.43532361749694365,2.0,7.0,2.0,13903.897092552941,5073,591,0,0,1,0,0.5205382735251638
ACC00915,1.251971988116851,2.0,7.0,2.0,48972.04266339098,6803,545,0,0,1,0,0.5205382735251638
ACC07526,1.574467778787012,2.0,7.0,2.0,38859.64279314896,9101,344,0,0,1,0,0.5205382735251638
ACC07865,0.8692034843418414,2.0,7.0,2.0,12999.937006464277,3038,126,0,0,1,0,0.5205382735251638
ACC09222,0.9360957485871384,2.0,7.0,2.0,18264.329062153647,5615,410,0,0,1,0,0.5205382735251638
ACC09397,1.242349254616124,2.0,7.0,2.0,32439.344745069837,3568,865,0,0,1,0,0.5205382735251638
ACC09897,1.1869602540448996,2.0,7.0,2.0,36774.88225685558,6870,959,0,0,1,0,0.5205382735251638
ACC01069,1.003484825794372,2.0,7.0,2.0,10032.632412857609,6200,433,0,0,1,0,0.5205382735251638
ACC01086,0.574978884578141,2.0,7.0,2.0,4632.834265398132,5826,257,0,0,1,0,0.5205382735251638
ACC01310,0.7615390025222016,2.0,7.0,2.0,23980.657648242286,6870,959,0,0,1,0,0.5205382735251638
ACC01518,0.9594654848392868,2.0,7.0,2.0,16040.333798784219,3668,708,0,0,1,0,0.5205382735251638
ACC01885,0.981397373429748,2.0,7.0,2.0,16683.399899668544,5615,410,0,0,1,0,0.5205382735251638
ACC04283,1.0907294754255705,2.0,7.0,2.0,26339.497104940452,8492,679,0,0,1,0,0.5205382735251638
ACC04620,1.1063184868332596,2.0,7.0,2.0,19999.67293777584,8492,679,0,0,1,0,0.5205382735251638
ACC04764,1.0811433480590378,2.0,7.0,2.0,31410.92763709608,1773,90,0,0,1,0,0.5205382735251638
ACC04854,1.3015569212309748,2.0,7.0,2.0,14326.213453044658,7356,726,0,0,1,0,0.5205382735251638
ACC05001,1.3979439535665796,2.0,7.0,2.0,39462.24426064332,8946,401,0,0,1,0,0.5205382735251638
ACC05017,1.0817361630623321,2.0,7.0,2.0,18968.379532024912,5826,257,0,0,1,0,0.5205382735251638
ACC05046,0.680626362164594,2.0,7.0,2.0,15519.794059836604,5615,410,0,0,1,0,0.5205382735251638
ACC05065,0.6330299835282105,2.0,7.0,2.0,14570.53411287719,5018,678,0,0,1,0,0.5205382735251638
ACC03080,0.929259143073557,2.0,7.0,2.0,15385.563366389,6803,545,0,0,1,0,0.5205382735251638
ACC03239,1.0390853565294904,2.0,7.0,2.0,11949.039099832646,6870,959,0,0,1,0,0.5205382735251638
ACC03287,0.8044664405481123,2.0,7.0,2.0,20821.492622048285,4657,406,0,0,1,0,0.5205382735251638
ACC03607,1.6565762631900436,2.0,7.0,2.0,24991.447959077355,6803,545,0,0,1,0,0.5205382735251638
ACC03670,1.0190701741153028,2.0,7.0,2.0,38241.77297837198,6870,959,0,0,1,0,0.5205382735251638
ACC03759,0.9267875441845342,2.0,7.0,2.0,41020.25302509328,7356,726,0,0,1,0,0.5205382735251638
ACC08192,0.5392957222453048,2.0,7.0,2.0,13390.281230962762,8492,679,0,0,1,0,0.5205382735251638
ACC08318,1.4298077698942564,2.0,7.0,2.0,25448.400060075564,6870,959,0,0,1,0,0.5205382735251638
ACC08319,1.833193724500597,2.0,7.0,2.0,17764.784686573435,3568,865,0,0,1,0,0.5205382735251638
ACC08545,2.4400549195581966,2.0,7.0,2.0,16776.011827523525,4657,406,0,0,1,0,0.5205382735251638
ACC08606,1.6538000006008928,2.0,7.0,2.0,51404.847162576785,7356,726,0,0,1,0,0.5205382735251638
ACC08789,1.0985673631895692,2.0,7.0,2.0,36870.7987374389,5073,591,0,0,1,0,0.5205382735251638
ACC08885,0.9322723475622099,2.0,7.0,2.0,29455.992725543838,5615,410,0,0,1,0,0.5205382735251638
ACC08978,0.9936314931114839,2.0,7.0,2.0,20960.035281849494,5077,376,0,0,1,0,0.5205382735251638
ACC09018,0.9728877227213625,2.0,7.0,2.0,41670.561444288454,1453,312,0,0,1,0,0.5205382735251638
ACC09054,1.1094371382908639,2.0,7.0,2.0,26878.450801617862,8946,401,0,0,1,0,0.5205382735251638
ACC09191,1.3451738389078605,2.0,7.0,2.0,21818.221205620757,6870,959,0,0,1,0,0.5205382735251638
ACC09196,1.3011481503421642,2.0,7.0,2.0,15459.728216605658,5077,376,0,0,1,0,0.5205382735251638
ACC09664,0.8518737012281362,7.0,6.0,7.0,69073.19961479979,6870,959,1,0,1,0,0.5201994077378662
ACC07916,0.43376964752690544,7.0,6.0,7.0,15981.290032383324,3568,865,1,0,1,0,0.5201994077378662
ACC08128,0.7649456548763265,7.0,6.0,7.0,58283.249599201095,6803,545,1,0,1,0,0.5201994077378662
ACC01032,1.2254437341995454,7.0,6.0,7.0,49607.980557191164,6870,959,1,0,1,0,0.5201994077378662
ACC01076,1.28723259599863,7.0,10.0,7.0,57083.835662144076,8946,401,0,0,1,0,0.5201401388153637
ACC01128,1.5382790571231326,7.0,10.0,7.0,88026.61989933322,9101,344,0,0,1,0,0.5201401388153637
ACC01586,1.633184586676529,7.0,10.0,7.0,133894.12263724217,6075,63,0,0,1,0,0.5201401388153637
ACC01637,1.1942602817881005,7.0,10.0,7.0,87506.38959482186,2535,424,0,0,1,0,0.5201401388153637
ACC01982,1.8637891819418633,7.0,10.0,7.0,90854.62384864736,5018,678,0,0,1,0,0.5201401388153637
ACC09555,0.9187155044608514,7.0,10.0,7.0,77436.92274592968,7356,726,0,0,1,0,0.5201401388153637
ACC09653,1.1365437462361232,7.0,10.0,7.0,73186.37781839479,5073,591,0,0,1,0,0.5201401388153637
ACC09706,1.177080191395113,7.0,10.0,7.0,128651.9982147174,6803,545,0,0,1,0,0.5201401388153637
ACC09947,1.4060470857022311,7.0,10.0,7.0,122142.24356497815,3568,865,0,0,1,0,0.5201401388153637
ACC05383,1.2523564170688657,7.0,10.0,7.0,99648.2912744003,8492,679,0,0,1,0,0.5201401388153637
ACC05522,1.0941885952263553,7.0,10.0,7.0,80885.1551798055,3792,232,0,0,1,0,0.5201401388153637
ACC05623,1.5835393835664062,7.0,10.0,7.0,82892.2681665813,6717,53,0,0,1,0,0.5201401388153637
ACC05906,1.0836535001970125,7.0,10.0,7.0,69608.57110495282,3668,708,0,0,1,0,0.5201401388153637
ACC05950,1.3971438038884976,7.0,10.0,7.0,103700.9497319974,6870,959,0,0,1,0,0.5201401388153637
ACC06547,1.2281953172446085,7.0,10.0,7.0,108454.92602996553,4657,406,0,0,1,0,0.5201401388153637
ACC06779,1.2277533283434727,7.0,10.0,7.0,64074.95393063913,2535,424,0,0,1,0,0.5201401388153637
ACC02178,2.0351552292475716,7.0,10.0,7.0,75397.28259690203,4657,406,0,0,1,0,0.5201401388153637
ACC02191,1.2883388194745455,7.0,10.0,7.0,79145.80394219146,5077,376,0,0,1,0,0.5201401388153637
ACC02382,0.9229198531261148,7.0,10.0,7.0,64997.84820435038,4657,406,0,0,1,0,0.5201401388153637
ACC02651,2.520971442895238,7.0,10.0,7.0,145196.5942656407,8492,679,0,0,1,0,0.5201401388153637
ACC02791,1.8380517617800263,7.0,10.0,7.0,109502.85898844922,6870,959,0,0,1,0,0.5201401388153637
ACC02946,1.0287012968554243,7.0,10.0,7.0,94404.69123497604,3038,126,0,0,1,0,0.5201401388153637
ACC03007,1.0017217363930926,7.0,10.0,7.0,68922.93078036327,5018,678,0,0,1,0,0.5201401388153637
ACC08276,1.3607090618890292,7.0,10.0,7.0,100933.2644871394,3668,708,0,0,1,0,0.5201401388153637
ACC08289,1.0655320372152894,7.0,10.0,7.0,72352.02881443921,5073,591,0,0,1,0,0.5201401388153637
ACC08568,1.5294423022097972,7.0,10.0,7.0,115699.6855254131,7356,726,0,0,1,0,0.5201401388153637
ACC00420,1.4727231293318088,7.0,10.0,7.0,97291.4176664937,4657,406,0,0,1,0,0.5201401388153637
ACC00497,1.072519409686745,7.0,10.0,7.0,70789.97281809711,1453,312,0,0,1,0,0.5201401388153637
ACC00543,1.0720130273019008,7.0,10.0,7.0,81808.05066045064,2535,424,0,0,1,0,0.5201401388153637
ACC00643,0.8963400011944314,7.0,10.0,7.0,72111.9588232623,6870,959,0,0,1,0,0.5201401388153637
ACC01014,1.7325484610082138,7.0,10.0,7.0,78417.23394791695,6870,959,0,0,1,0,0.5201401388153637
ACC01017,1.608536400727764,7.0,10.0,7.0,166238.37143512434,7356,726,0,0,1,0,0.5201401388153637
ACC07398,1.181922995097195,7.0,10.0,7.0,97122.40919460137,9101,344,0,0,1,0,0.5201401388153637
ACC07399,0.8649912245351329,7.0,10.0,7.0,76022.43320833947,5018,678,0,0,1,0,0.5201401388153637
ACC07416,1.3736075819775706,7.0,10.0,7.0,40214.45826179982,7266,168,0,0,1,0,0.5201401388153637
ACC07983,1.13842110037467,7.0,10.0,7.0,61085.3980775359,5018,678,0,0,1,0,0.5201401388153637
ACC08158,1.5972467076221206,7.0,10.0,7.0,84103.04992379938,1651,133,0,0,1,0,0.5201401388153637
ACC03583,2.082996576615853,7.0,10.0,7.0,95956.44958117013,5018,678,0,0,1,0,0.5201401388153637
ACC03705,1.6256735932295938,7.0,10.0,7.0,69205.98107875012,3568,865,0,0,1,0,0.5201401388153637
ACC03777,1.7800626594377484,7.0,10.0,7.0,109327.7630151628,9101,344,0,0,1,0,0.5201401388153637
ACC03794,1.3571222943127255,7.0,10.0,7.0,114587.87222902708,5018,678,0,0,1,0,0.5201401388153637
ACC04163,0.7143487677676981,7.0,10.0,7.0,64808.32313913632,3668,708,0,0,1,0,0.5201401388153637
ACC04355,1.077661540650164,7.0,10.0,7.0,104012.50904379746,6870,959,0,0,1,0,0.5201401388153637
ACC04507,1.9067994281498748,7.0,10.0,7.0,95754.57306532942,5615,410,0,0,1,0,0.5201401388153637
ACC04553,1.4590846365075587,7.0,10.0,7.0,71415.97700297448,6803,545,0,0,1,0,0.5201401388153637
ACC04667,1.1650491881260405,7.0,10.0,7.0,67703.24992195383,1453,312,0,0,1,0,0.5201401388153637
ACC04775,1.2176809100619113,7.0,10.0,7.0,52659.7719337353,8946,401,0,0,1,0,0.5201401388153637
ACC04937,1.0846740740451546,7.0,10.0,7.0,58077.22874034243,6200,433,0,0,1,0,0.5201401388153637
ACC08508,0.8767857910982039,8.0,8.0,8.0,47627.42842275424,6870,959,1,0,1,0,0.5200062496093995
ACC06059,1.3695079559284504,8.0,8.0,8.0,85196.07650565098,5073,591,1,0,1,0,0.5200062496093995
ACC01902,1.1318991547858457,8.0,8.0,8.0,94361.45999316656,5073,591,1,0,1,0,0.5200062496093995
ACC09850,1.1838933227804918,8.0,8.0,8.0,90025.17040440878,8946,401,1,0,1,0,0.5200062496093995
ACC02458,0.8529246236559355,8.0,8.0,8.0,79801.81932645343,3668,708,1,0,1,0,0.5200062496093995
ACC02579,0.7236370281987149,8.0,8.0,8.0,49647.832208284926,3568,865,1,0,1,0,0.5200062496093995
ACC03484,0.8830237882657358,8.0,8.0,8.0,53609.63629078595,6200,433,1,0,1,0,0.5200062496093995
ACC03235,1.4579043861651702,6.0,10.0,6.0,64462.64857129527,8492,679,0,0,1,0,0.5199921879882508
ACC03485,1.1638334177975918,6.0,10.0,6.0,70806.67101216353,5073,591,0,0,1,0,0.5199921879882508
ACC03529,2.4125650446243827,6.0,10.0,6.0,84580.18534199016,5615,410,0,0,1,0,0.5199921879882508
ACC03799,1.085158582838979,6.0,10.0,6.0,98149.75285635394,8946,401,0,0,1,0,0.5199921879882508
ACC09414,1.5596212216849892,6.0,10.0,6.0,67265.40216901546,5615,410,0,0,1,0,0.5199921879882508
ACC09542,1.0564376911965627,6.0,10.0,6.0,42017.82246784766,6870,959,0,0,1,0,0.5199921879882508
ACC09649,1.1611084786334522,6.0,10.0,6.0,81813.0810831582,2535,424,0,0,1,0,0.5199921879882508
ACC09957,1.1495881451416132,6.0,10.0,6.0,101778.9953583745,5018,678,0,0,1,0,0.5199921879882508
ACC09974,0.7113576421788207,6.0,10.0,6.0,26776.488512915996,6870,959,0,0,1,0,0.5199921879882508
ACC09979,0.8394467820898018,6.0,10.0,6.0,62644.65216873771,6870,959,0,0,1,0,0.5199921879882508
ACC09987,1.0659475994429215,6.0,10.0,6.0,72751.9710376259,7356,726,0,0,1,0,0.5199921879882508
ACC05122,1.5613209594296327,6.0,10.0,6.0,47893.49512387382,4657,406,0,0,1,0,0.5199921879882508
ACC05249,1.430702257186887,6.0,10.0,6.0,78394.24812336834,7356,726,0,0,1,0,0.5199921879882508
ACC05266,1.4514139826687478,6.0,10.0,6.0,97169.79232328226,5073,591,0,0,1,0,0.5199921879882508
ACC05566,0.677618210050485,6.0,10.0,6.0,42095.98450179962,5073,591,0,0,1,0,0.5199921879882508
ACC05763,1.9002735786072966,6.0,10.0,6.0,102923.14959032772,5077,376,0,0,1,0,0.5199921879882508
ACC05888,0.6951201118348123,6.0,10.0,6.0,83101.74922982429,1453,312,0,0,1,0,0.5199921879882508
ACC04498,1.1154569989433112,6.0,10.0,6.0,72106.91336608941,8492,679,0,0,1,0,0.5199921879882508
ACC04525,1.3522071161463711,6.0,10.0,6.0,77846.80637613259,5615,410,0,0,1,0,0.5199921879882508
ACC04898,2.129846577237676,6.0,10.0,6.0,77172.65708971066,3668,708,0,0,1,0,0.5199921879882508
ACC08421,1.841191914322001,6.0,10.0,6.0,64958.92763141206,3668,708,0,0,1,0,0.5199921879882508
ACC08507,1.6348381297691257,6.0,10.0,6.0,101118.27132794018,3668,708,0,0,1,0,0.5199921879882508
ACC08788,0.9115365681037328,6.0,10.0,6.0,41660.592298897434,8492,679,0,0,1,0,0.5199921879882508
ACC08859,0.884866527362582,6.0,10.0,6.0,59129.025804417215,6870,959,0,0,1,0,0.5199921879882508
ACC08906,1.2942380081816105,6.0,10.0,6.0,62153.283776249584,5073,591,0,0,1,0,0.5199921879882508
ACC09089,1.2660594704016432,6.0,10.0,6.0,103575.03217313056,3668,708,0,0,1,0,0.5199921879882508
ACC01201,0.9353487183001953,6.0,10.0,6.0,36418.415866605865,4657,406,0,0,1,0,0.5199921879882508
ACC01240,1.6120828541557728,6.0,10.0,6.0,77013.95945829853,9101,344,0,0,1,0,0.5199921879882508
ACC01307,1.4066212502842026,6.0,10.0,6.0,57678.98277576285,6803,545,0,0,1,0,0.5199921879882508
ACC01308,1.2602723675273686,6.0,10.0,6.0,111414.28745245269,8492,679,0,0,1,0,0.5199921879882508
ACC01507,0.8722136987245223,6.0,10.0,6.0,41491.23523110085,7356,726,0,0,1,0,0.5199921879882508
ACC01582,0.7170301328699751,6.0,10.0,6.0,66951.68656917791,6870,959,0,0,1,0,0.5199921879882508
ACC01618,1.362228346403545,6.0,10.0,6.0,62486.791747914605,5018,678,0,0,1,0,0.5199921879882508
ACC01744,0.7785151958994285,6.0,10.0,6.0,30859.360258229808,2535,424,0,0,1,0,0.5199921879882508
ACC01753,2.563891052308946,6.0,10.0,6.0,109409.06638780482,1453,312,0,0,1,0,0.5199921879882508
ACC01759,0.9154197509072329,6.0,10.0,6.0,56216.188767942775,6870,959,0,0,1,0,0.5199921879882508
ACC01822,0.6167341277525075,6.0,10.0,6.0,23688.65406789431,3668,708,0,0,1,0,0.5199921879882508
ACC06166,0.9773260332382396,6.0,10.0,6.0,61371.81461631834,4657,406,0,0,1,0,0.5199921879882508
ACC06288,1.4121634478438942,6.0,10.0,6.0,76887.63512914046,9101,344,0,0,1,0,0.5199921879882508
ACC06351,1.2344080724580022,6.0,10.0,6.0,101133.35239674883,6803,545,0,0,1,0,0.5199921879882508
ACC06464,0.8700674180824027,6.0,10.0,6.0,91062.4395648137,9101,344,0,0,1,0,0.5199921879882508
ACC06477,1.6871267409045962,6.0,10.0,6.0,49724.44939499043,3038,126,0,0,1,0,0.5199921879882508
ACC06501,1.6236251492598228,6.0,10.0,6.0,128216.80867386312,4657,406,0,0,1,0,0.5199921879882508
ACC06796,1.603764178108788,6.0,10.0,6.0,64419.01167586558,3568,865,0,0,1,0,0.5199921879882508
ACC06830,1.1240023453856351,6.0,10.0,6.0,55173.02300833637,5073,591,0,0,1,0,0.5199921879882508
ACC06977,1.3542215639257407,6.0,10.0,6.0,72872.38523250436,1453,312,0,0,1,0,0.5199921879882508
ACC02048,2.0973293360617045,6.0,10.0,6.0,70198.68984695415,4657,406,0,0,1,0,0.5199921879882508
ACC02179,1.4821440972034978,6.0,10.0,6.0,70999.29664955361,4657,406,0,0,1,0,0.5199921879882508
ACC02512,1.495791128212355,6.0,10.0,6.0,73150.9918557395,5615,410,0,0,1,0,0.5199921879882508
ACC00041,1.385001125355959,6.0,10.0,6.0,67857.19478594573,2535,424,0,0,1,0,0.5199921879882508
ACC00044,0.9794223994403393,6.0,10.0,6.0,72133.28395705525,8492,679,0,0,1,0,0.5199921879882508
ACC00158,1.1593968984294434,6.0,10.0,6.0,67673.40012525432,7356,726,0,0,1,0,0.5199921879882508
ACC00194,1.290488000292692,6.0,10.0,6.0,78942.87798873366,6803,545,0,0,1,0,0.5199921879882508
